age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
25,UG,7.7,76,70,62,77,3,1,3,2,2,7,1,"writing, reading",arts,13,4,CA
21,UG,8.3,75,56,67,75,3,5,2,2,3,7,1,history,arts,8,5,Engineering
22,UG,7.5,71,74,78,60,1,3,2,2,3,30,1,"writing, finance, research",healthcare,8,6,Finance Manager
16,Grade 12,8.9,64,55,76,67,1,1,3,2,3,28,1,"coding, sports, travel",healthcare,12,10,Historian
21,UG,7.5,87,74,69,67,1,4,4,3,2,21,1,"travel, science, research",business,12,6,Lawyer
28,PG,8.5,72,65,84,91,3,3,1,2,3,15,1,"dance, sports, finance",arts,5,6,CA
19,UG,6.4,70,91,73,89,4,3,3,2,1,23,0,"travel, gaming, music",technology,4,6,Defence Persenal
16,Grade 12,8.1,78,67,69,81,1,4,3,2,3,18,1,science,business,8,6,Historian
23,UG,8.3,82,82,75,87,3,3,3,3,3,25,1,gaming,business,9,4,Medicine
22,UG,8.8,70,85,54,58,1,2,4,3,3,20,1,writing,technology,3,7,Lawyer
16,Grade 12,7.8,73,80,54,68,3,4,2,2,1,14,1,"coding, travel",business,11,5,MBA
23,PG,8.9,70,65,50,78,2,1,2,3,3,32,1,writing,technology,7,8,IT Specialist
21,UG,8.6,68,61,65,59,3,3,2,2,3,22,0,reading,business,15,8,Software Engineer
29,UG,6.1,71,81,59,50,3,4,1,2,1,21,0,history,business,9,5,Finance Manager
24,UG,6.1,65,73,77,88,5,1,2,3,4,28,0,"finance, reading, painting",arts,7,10,Engineering
21,UG,9,82,53,65,75,1,1,2,3,1,21,1,"travel, gaming",technology,13,3,Engineering
23,UG,7.8,89,78,75,80,1,3,3,3,3,20,1,"music, research",arts,9,7,MBA
20,UG,6.7,67,61,80,64,3,2,1,5,4,5,1,"science, reading",technology,7,8,Engineering
19,UG,7.3,84,92,72,59,3,4,3,1,2,18,1,"writing, coding, science",business,7,8,CA
25,PG,6.2,78,59,55,75,2,3,3,3,3,19,1,history,business,12,8,Defence Persenal
19,UG,7,78,73,65,50,3,2,4,3,3,9,1,dance,arts,15,8,Medicine
16,Grade 12,6,80,57,74,89,3,1,4,3,2,10,0,sports,business,6,5,Historian
13,Grade 10,7.4,67,69,74,99,2,3,3,3,4,7,0,gaming,business,6,9,Finance Manager
26,UG,8.8,77,74,87,79,4,4,3,1,2,21,1,"science, travel",technology,12,8,Medicine
22,UG,6.1,78,50,84,87,2,4,2,2,4,10,1,"coding, music, finance",healthcare,7,4,Lawyer
22,UG,10,87,93,85,73,3,3,3,4,2,17,0,science,healthcare,5,6,MBA
24,PG,7.2,68,71,86,50,4,2,3,2,2,30,0,"debate, travel",technology,14,3,CA
17,Grade 12,6.6,76,71,77,58,3,3,3,3,2,27,1,"coding, music",technology,15,4,Defence Persenal
23,UG,7,77,79,81,73,4,1,2,3,2,12,1,"coding, travel, writing",healthcare,5,5,CA
14,Grade 10,9,57,74,65,73,3,2,4,1,2,22,1,"coding, gaming",arts,10,5,Lawyer
13,Grade 10,6.2,79,78,62,71,2,2,4,3,3,28,1,"coding, finance",healthcare,11,6,Data Scientist
26,PG,9.2,84,82,54,74,1,3,1,1,2,23,1,"debate, gaming",technology,8,7,Finance Manager
17,Grade 12,7.9,65,84,74,86,2,4,4,3,3,28,0,music,healthcare,14,6,Finance Manager
20,UG,8.4,82,75,81,65,1,1,3,4,2,31,0,"sports, writing, research",healthcare,10,5,Software Engineer
15,Grade 10,6.3,99,73,60,73,3,3,3,2,2,27,0,"history, painting",business,13,5,MBA
22,UG,6.7,79,94,68,56,4,2,1,2,1,17,0,"sports, painting",healthcare,11,9,Medicine
21,UG,6.7,83,87,76,59,4,2,2,4,4,16,1,music,technology,15,8,Engineering
13,Grade 10,6.4,65,58,54,52,2,2,3,3,3,14,0,"research, painting, finance",arts,11,7,CA
17,Grade 12,7.8,71,74,84,56,4,2,2,2,2,14,1,"debate, research, dance",healthcare,11,5,Software Engineer
21,UG,9.3,77,62,72,68,3,4,4,1,2,16,0,reading,arts,8,5,Medicine
16,Grade 12,8,74,79,60,66,3,3,2,2,2,19,1,"sports, coding, reading",healthcare,11,7,IT Specialist
25,UG,7,61,92,52,77,4,3,3,3,1,23,0,"finance, travel",technology,5,5,Lawyer
22,UG,8,76,71,69,82,3,3,1,2,4,18,1,"research, dance",arts,10,7,Finance Manager
23,UG,6.8,62,75,50,76,2,1,1,2,2,26,0,"painting, research, finance",technology,9,6,Software Engineer
25,UG,9.2,75,85,81,57,2,5,3,1,1,20,0,writing,technology,7,6,Finance Manager
21,UG,8.2,70,69,69,59,3,1,3,3,2,26,1,"dance, gaming, research",healthcare,8,7,Lawyer
23,PG,6.9,79,68,65,72,1,5,1,4,4,20,1,music,arts,12,6,Data Scientist
17,Grade 12,5.9,59,75,64,56,4,3,1,2,3,21,1,"finance, gaming",technology,11,4,CA
16,Grade 12,9.5,50,71,66,65,3,2,2,2,1,26,0,"sports, painting",technology,6,7,Medicine
15,Grade 10,10,51,73,72,70,3,4,2,2,2,17,1,"history, coding",arts,4,6,Arts
15,Grade 10,6,59,88,74,69,3,2,4,2,3,30,0,sports,technology,10,8,Lawyer
20,UG,8.1,66,75,50,56,4,1,3,1,1,22,1,"reading, writing",business,9,8,Historian
17,Grade 12,6.8,69,77,72,50,1,3,2,2,3,15,0,"coding, finance, music",technology,13,5,Finance Manager
19,UG,8.3,84,56,68,71,3,1,2,3,4,25,1,"travel, music",arts,9,10,Lawyer
19,UG,7.1,79,59,81,72,4,2,4,2,2,7,1,"gaming, reading",healthcare,11,7,Historian
20,UG,8.4,82,80,75,66,4,2,4,2,3,15,0,"reading, dance",healthcare,8,8,Defence Persenal
18,UG,8.4,91,61,82,67,2,3,3,1,1,11,0,"history, dance, research",technology,10,6,CA
18,UG,7.4,63,80,50,77,1,2,2,3,2,18,1,"painting, coding, sports",healthcare,7,6,Data Scientist
19,UG,8.4,86,85,52,81,4,3,3,3,1,19,0,"sports, dance, writing",technology,9,5,Arts
16,Grade 12,7.6,80,85,77,63,2,1,3,5,2,16,0,"coding, sports, research",business,7,6,Medicine
22,UG,9.2,78,63,62,73,3,3,4,3,2,16,1,dance,healthcare,10,7,IT Specialist
19,UG,9.9,76,80,50,70,3,3,4,3,3,13,1,"gaming, dance, finance",technology,10,6,Finance Manager
17,Grade 12,9.6,67,65,72,64,2,2,2,1,4,6,0,writing,business,6,6,Finance Manager
21,UG,7.9,57,89,64,73,3,4,4,1,3,16,0,"sports, research",technology,8,8,Engineering
21,UG,6.7,90,63,75,53,3,4,2,1,3,20,1,"history, gaming",healthcare,9,6,CA
19,UG,6.5,80,59,67,66,3,3,3,3,4,20,1,dance,technology,14,6,Data Scientist
19,UG,8.8,83,73,53,64,4,3,2,1,4,22,0,"science, writing, travel",business,10,7,Medicine
23,PG,6.6,69,78,77,90,2,2,1,2,3,25,1,"reading, writing, music",healthcare,4,7,CA
21,UG,8.6,84,80,73,58,4,2,2,2,2,15,0,coding,arts,10,6,Finance Manager
22,UG,7.8,57,81,72,62,2,3,4,4,3,33,1,"finance, writing",business,8,7,Data Scientist
19,UG,10,70,74,73,78,2,3,3,1,2,20,0,"sports, gaming",business,5,6,Finance Manager
15,Grade 10,6.7,92,69,72,53,1,4,3,2,2,16,1,"science, painting",arts,16,6,Software Engineer
23,PG,6.6,67,68,76,68,2,3,2,2,5,24,1,"dance, finance, music",technology,12,9,Lawyer
23,PG,9.8,76,82,68,70,2,2,3,1,3,24,0,"research, finance",healthcare,10,8,Software Engineer
25,UG,6.5,79,85,68,86,2,2,3,4,4,23,1,"history, finance, reading",healthcare,13,5,Finance Manager
22,UG,5.8,58,50,80,61,3,3,3,1,3,17,0,debate,healthcare,14,6,Finance Manager
24,PG,7.9,66,59,69,81,3,2,2,3,2,27,1,"research, science",arts,9,4,MBA
23,PG,8.9,66,82,73,80,3,2,1,1,3,9,1,"science, research, debate",technology,8,6,Defence Persenal
17,Grade 12,8,73,76,62,56,2,1,2,1,3,26,1,"sports, writing, travel",arts,7,7,Defence Persenal
19,UG,6.9,78,78,85,76,2,2,2,3,1,21,0,research,healthcare,13,8,MBA
23,PG,10,76,79,61,87,2,4,2,3,4,6,1,sports,technology,11,6,Defence Persenal
20,UG,6.8,80,73,60,82,3,3,1,3,2,5,0,"coding, science",healthcare,8,6,IT Specialist
20,UG,8.7,67,83,59,65,2,1,3,3,3,28,0,"debate, dance, painting",healthcare,11,6,CA
17,Grade 12,5.3,71,86,81,62,5,3,1,4,5,18,0,finance,healthcare,10,5,Software Engineer
20,UG,6.4,59,70,86,74,2,3,1,2,4,21,1,"dance, science, painting",technology,7,6,Defence Persenal
24,PG,7.4,76,77,54,89,2,3,2,4,3,16,1,debate,arts,5,8,Arts
19,UG,5,80,66,72,53,2,2,4,2,3,21,1,"reading, dance",healthcare,14,4,Defence Persenal
14,Grade 10,9,57,68,77,50,1,2,2,2,4,11,1,"finance, dance",arts,7,9,Historian
20,UG,9.5,76,70,71,68,2,3,3,2,2,26,0,"reading, gaming",healthcare,13,10,CA
20,UG,8.9,84,85,62,61,4,3,4,4,2,23,0,"painting, music",healthcare,8,6,Data Scientist
14,Grade 10,6.4,86,69,65,67,2,1,3,2,4,27,1,"debate, history, science",business,9,10,Finance Manager
13,Grade 10,7.3,57,50,100,80,2,5,3,2,5,20,1,"gaming, travel, dance",business,9,7,Arts
17,Grade 12,8.8,67,84,81,66,3,2,3,4,1,20,0,sports,technology,14,6,Historian
20,UG,8.3,82,73,58,59,2,2,2,2,1,22,1,"history, finance, writing",arts,12,7,Software Engineer
21,UG,7.8,68,71,69,90,2,2,1,1,5,29,0,science,business,10,6,Historian
23,UG,8.2,72,76,78,72,3,3,2,2,2,21,0,"sports, coding, debate",healthcare,10,4,MBA
16,Grade 12,7.5,82,68,71,55,2,2,2,3,3,11,0,history,healthcare,7,3,MBA
21,UG,9.3,66,82,71,85,2,3,4,3,3,14,1,"sports, dance, painting",healthcare,8,8,MBA
17,Grade 12,6.8,80,82,50,77,3,2,3,3,2,14,0,"history, research",healthcare,14,6,Defence Persenal
16,Grade 12,8.1,71,73,53,64,1,3,3,5,1,20,0,"reading, painting, debate",business,9,6,Defence Persenal
27,PG,5,75,88,65,91,1,3,3,2,2,19,0,"travel, painting",business,13,7,Lawyer
20,UG,8.6,63,82,95,50,3,3,4,4,3,20,1,"science, dance, coding",technology,8,7,IT Specialist
19,UG,6.4,66,59,64,66,1,3,2,4,2,26,0,travel,arts,11,10,Arts
18,UG,8.5,94,83,61,69,2,2,1,3,4,18,0,"coding, travel",business,8,10,Historian
22,UG,5.6,82,70,68,67,3,1,3,3,4,23,1,"gaming, sports, music",healthcare,10,7,Data Scientist
18,UG,7.2,81,53,55,60,3,3,2,2,3,19,1,"reading, science, writing",arts,11,6,Lawyer
18,UG,7.8,70,65,56,70,2,3,2,2,1,20,1,"dance, reading",arts,13,7,CA
14,Grade 10,5.9,81,88,65,51,2,1,2,5,1,23,1,"science, research",technology,8,8,Arts
17,Grade 12,9.2,76,77,51,72,2,3,2,1,4,19,1,debate,business,11,6,IT Specialist
22,UG,5.5,75,72,72,86,2,1,4,2,4,21,1,"science, history",healthcare,9,7,Engineering
26,UG,5.1,80,80,77,51,4,3,1,2,3,19,1,"painting, travel, debate",arts,6,8,Software Engineer
14,Grade 10,6.1,71,66,67,59,4,1,2,1,3,16,1,"coding, science",business,6,7,Data Scientist
22,UG,6.6,72,72,64,86,3,3,1,3,2,16,0,"coding, debate, travel",arts,9,3,Historian
22,UG,10,66,92,50,87,1,3,4,1,3,24,1,"gaming, sports, travel",business,3,8,Engineering
22,UG,7.2,76,79,73,78,3,1,3,3,3,26,1,"music, writing",healthcare,8,8,Arts
20,UG,6.3,75,82,62,52,2,3,3,2,3,16,0,travel,healthcare,9,6,Engineering
19,UG,7.3,69,74,57,68,3,4,4,3,1,17,0,coding,technology,9,7,CA
22,UG,7.5,59,69,64,60,2,2,1,1,2,24,1,research,business,13,10,Data Scientist
16,Grade 12,7.6,100,78,60,81,1,3,3,2,2,18,0,"sports, debate, science",business,9,7,Engineering
23,UG,8,50,62,74,50,3,2,1,2,2,8,0,"research, debate",technology,12,4,Defence Persenal
18,UG,6.4,98,82,70,50,1,1,1,2,5,19,0,"history, painting, gaming",technology,11,5,Medicine
18,UG,7.1,82,77,81,57,3,1,3,2,3,24,0,"music, science",healthcare,11,7,IT Specialist
20,UG,9.5,67,63,82,50,1,3,2,5,1,17,1,"history, painting, music",healthcare,7,5,Finance Manager
23,UG,8.3,72,61,62,69,4,3,2,1,4,23,0,"reading, music, writing",technology,10,7,Medicine
18,UG,5.5,62,80,50,76,2,4,3,2,1,16,1,"painting, music",arts,13,5,Medicine
20,UG,6.5,75,87,71,81,2,1,2,2,2,22,0,"music, painting, travel",healthcare,6,6,Historian
15,Grade 10,7.3,55,74,62,77,3,4,2,2,2,23,0,"gaming, painting, music",healthcare,8,5,Software Engineer
13,Grade 10,7.9,100,69,50,74,3,2,3,2,1,25,0,"travel, science, reading",business,7,9,Arts
21,UG,8,75,79,98,62,2,3,2,1,3,18,0,"writing, debate, coding",business,12,3,Defence Persenal
21,UG,7.7,65,81,84,64,2,3,2,2,2,10,1,"history, sports",arts,10,5,Medicine
26,PG,9.3,77,70,90,64,4,4,3,3,2,40,1,"research, painting, writing",healthcare,9,6,MBA
21,UG,9.9,79,87,81,77,1,3,2,4,3,37,0,"travel, coding, gaming",technology,9,8,Arts
23,UG,8.6,60,84,75,58,2,4,2,2,2,21,1,dance,business,8,8,Medicine
18,UG,6.3,79,88,67,70,1,2,1,3,3,19,1,gaming,arts,13,9,Arts
18,UG,6.1,79,90,54,77,1,1,4,2,2,24,1,"gaming, writing",healthcare,16,3,Engineering
19,UG,8.8,81,77,65,63,2,4,3,2,2,21,1,"sports, reading",business,12,3,Lawyer
16,Grade 12,9.8,89,68,50,59,4,2,4,3,2,30,0,"sports, dance",business,10,7,Software Engineer
24,UG,8.6,57,92,62,84,1,3,3,1,3,30,1,music,healthcare,7,7,Data Scientist
15,Grade 10,5.5,73,68,75,61,2,2,2,1,5,20,1,"debate, coding, reading",arts,8,7,Arts
23,PG,9.2,69,78,73,76,5,1,3,3,2,29,0,sports,arts,4,5,MBA
15,Grade 10,6.3,71,64,53,50,3,3,4,3,3,20,1,"writing, coding, research",healthcare,10,6,Arts
15,Grade 10,7.7,66,50,74,64,2,3,3,2,3,9,1,"finance, debate, gaming",business,9,8,Historian
15,Grade 10,8.4,66,72,75,61,3,3,2,1,2,15,0,"sports, history, science",healthcare,4,5,Software Engineer
18,UG,8.6,89,76,59,55,2,2,1,2,2,19,1,coding,technology,11,6,Software Engineer
17,Grade 12,8.6,88,85,75,61,4,3,2,5,4,31,1,debate,technology,13,4,Data Scientist
20,UG,7.1,78,92,50,65,4,3,3,4,4,19,1,"sports, reading",arts,9,7,Engineering
20,UG,8.6,77,84,86,78,3,2,2,2,2,17,1,"dance, travel",arts,13,7,CA
21,UG,6.8,82,90,67,53,1,3,3,1,3,15,1,"travel, finance",technology,14,8,Software Engineer
19,UG,8,88,72,57,59,2,3,1,3,3,7,0,"finance, sports, research",arts,9,8,Data Scientist
25,UG,8.4,91,75,85,73,2,1,4,4,1,14,0,"reading, sports",business,11,7,Data Scientist
13,Grade 10,6.4,65,79,58,62,2,2,3,3,4,16,0,"dance, research",arts,11,6,Historian
21,UG,7.5,72,71,87,69,3,2,3,3,3,22,1,sports,technology,11,6,Finance Manager
15,Grade 10,7.7,50,77,57,69,2,4,3,2,2,17,0,"travel, reading, sports",technology,8,10,Finance Manager
20,UG,10,70,82,65,93,2,3,2,3,2,5,0,"research, painting, reading",business,5,7,Engineering
16,Grade 12,8.5,91,84,61,73,3,1,1,3,3,21,1,"dance, writing",business,15,5,IT Specialist
13,Grade 10,7.5,93,69,70,83,3,3,2,2,4,18,0,debate,arts,7,7,Data Scientist
19,UG,6.5,68,74,50,65,1,3,3,3,2,14,1,"gaming, dance, research",business,14,9,MBA
18,UG,7.6,66,84,63,61,3,2,4,1,2,25,1,"reading, gaming, science",healthcare,7,6,IT Specialist
20,UG,7.3,52,68,79,66,2,4,2,3,2,25,0,"travel, coding, reading",technology,3,6,MBA
24,PG,6.4,66,67,86,69,1,1,2,4,4,17,1,writing,healthcare,9,9,Historian
18,UG,6.2,80,76,76,50,2,3,3,2,3,8,1,"travel, music, sports",healthcare,12,7,Medicine
16,Grade 12,5.6,83,85,69,66,1,3,1,2,2,23,1,painting,healthcare,13,9,Engineering
26,PG,5.6,88,75,56,66,4,2,3,4,5,28,0,painting,business,7,7,Historian
18,UG,8.7,81,74,57,66,2,1,2,3,5,11,1,"science, sports, painting",healthcare,11,7,Medicine
18,UG,7.4,75,94,64,70,1,3,2,4,2,27,0,"history, writing, finance",healthcare,12,3,Software Engineer
19,UG,6.3,79,83,73,80,4,4,2,2,3,15,1,"sports, reading",technology,11,8,CA
23,PG,7.3,85,60,86,79,2,3,3,2,2,16,0,"reading, debate, finance",business,9,7,Medicine
22,UG,9.2,76,86,71,63,2,3,1,1,3,12,0,debate,arts,6,6,MBA
21,UG,8.9,55,59,70,56,3,1,4,1,2,26,0,"coding, research, history",healthcare,8,8,Historian
18,UG,8,75,64,76,75,1,1,1,3,3,19,1,history,arts,12,3,Defence Persenal
29,PG,8.8,75,74,77,84,3,4,3,1,2,20,1,"sports, finance",healthcare,12,6,Historian
24,UG,6.6,72,75,50,59,3,3,4,2,2,20,0,"dance, research, coding",healthcare,11,8,Historian
14,Grade 10,6.8,74,70,60,64,3,2,3,1,4,22,1,"research, painting, sports",technology,9,5,Defence Persenal
19,UG,10,70,74,91,81,3,3,4,2,2,28,1,"painting, research",business,10,5,Finance Manager
14,Grade 10,7,80,79,67,63,4,4,2,5,4,16,1,"history, music, gaming",arts,8,8,Lawyer
25,PG,7.7,62,84,75,92,2,2,3,4,2,33,0,"debate, reading",business,10,7,Engineering
23,UG,8.5,69,84,63,67,2,2,2,3,2,22,1,"sports, reading",arts,7,5,Software Engineer
19,UG,9.3,66,79,58,64,4,3,1,3,3,18,1,reading,arts,10,3,MBA
20,UG,9,71,68,50,81,3,3,2,3,4,26,0,"coding, travel, research",technology,5,9,Arts
18,UG,8.8,69,68,82,60,3,3,3,1,2,24,1,finance,technology,13,5,Engineering
15,Grade 10,7.4,74,83,61,74,3,3,1,2,3,17,1,"writing, dance, travel",arts,7,7,Arts
15,Grade 10,5.8,74,58,94,77,3,3,2,2,3,19,0,"gaming, dance",arts,7,5,Engineering
19,UG,7.5,65,73,85,73,3,4,3,3,2,23,0,"sports, science",arts,9,7,Software Engineer
21,UG,8.7,68,82,54,68,3,3,3,2,2,22,0,music,healthcare,13,7,IT Specialist
26,UG,8.5,63,83,53,72,3,2,3,1,3,29,0,coding,business,9,5,Data Scientist
24,UG,7.4,60,64,74,96,3,3,2,1,1,27,0,"dance, gaming, reading",technology,13,7,MBA
16,Grade 12,7.9,88,91,50,50,3,1,2,3,2,29,0,"music, debate, history",business,15,8,Medicine
21,UG,9.2,85,74,66,50,4,2,3,3,3,20,0,debate,business,16,8,Data Scientist
15,Grade 10,8,65,83,70,63,3,3,1,2,3,30,1,science,healthcare,8,8,IT Specialist
14,Grade 10,7.1,64,74,50,76,1,3,3,2,3,21,0,research,healthcare,8,5,Arts
17,Grade 12,6.5,69,78,60,72,4,1,1,3,1,14,1,sports,arts,9,6,MBA
18,UG,7.5,69,85,72,85,4,2,3,3,2,14,1,"science, dance, research",healthcare,5,4,CA
24,UG,7.8,50,64,85,68,3,3,3,4,5,20,0,debate,business,8,7,MBA
24,UG,6.2,78,62,62,59,2,3,3,1,2,19,1,"music, sports, finance",arts,10,6,Finance Manager
26,UG,8.5,63,78,87,80,3,3,5,2,3,20,1,"sports, painting, dance",healthcare,8,8,Defence Persenal
17,Grade 12,8,66,87,69,65,2,2,2,2,3,22,1,sports,business,7,5,IT Specialist
19,UG,7.8,84,75,69,53,1,3,4,1,2,19,1,science,business,6,8,CA
19,UG,7.6,69,83,50,60,3,2,3,2,3,11,1,"gaming, debate",healthcare,10,7,Data Scientist
20,UG,7.2,82,50,68,74,4,1,4,3,3,15,0,"research, gaming",business,7,8,Engineering
16,Grade 12,10,72,96,72,87,1,3,2,1,3,18,0,"travel, dance, debate",healthcare,7,8,Lawyer
21,UG,6.3,95,84,76,69,2,2,3,2,3,26,0,"reading, science, writing",arts,9,5,Data Scientist
23,PG,6.7,82,74,81,70,2,3,4,2,2,26,0,"travel, finance",healthcare,12,8,Arts
26,UG,6.6,71,62,54,70,2,3,2,4,5,22,1,debate,healthcare,10,7,Arts
24,PG,8.6,71,79,67,62,3,1,4,2,4,21,1,dance,healthcare,10,5,MBA
20,UG,6.2,84,78,83,80,3,1,2,4,1,21,0,"debate, coding",technology,11,9,Lawyer
18,UG,8.2,83,71,70,84,4,2,1,3,3,23,1,travel,business,4,8,IT Specialist
16,Grade 12,6.7,62,70,72,97,2,3,3,2,4,19,1,"writing, sports, finance",healthcare,9,6,Medicine
15,Grade 10,7.2,86,84,86,51,2,2,1,2,3,26,1,"research, dance, sports",arts,5,3,IT Specialist
13,Grade 10,5.2,73,84,71,83,1,3,1,3,2,17,1,music,business,12,7,Engineering
25,UG,6.2,73,71,50,56,4,4,2,3,3,18,0,"travel, music",healthcare,6,6,Engineering
19,UG,6.1,68,87,69,57,3,4,3,2,1,28,1,writing,technology,8,5,Lawyer
22,UG,8.7,85,78,61,83,2,3,1,1,4,14,0,"finance, sports, science",healthcare,12,7,Arts
21,UG,9,78,88,50,85,3,2,2,3,2,5,1,science,arts,10,6,Medicine
14,Grade 10,6.2,72,79,96,70,2,2,1,2,3,15,1,"history, science, research",technology,11,8,Software Engineer
16,Grade 12,8.5,67,77,79,87,1,3,1,1,2,12,0,"writing, coding",arts,10,7,Lawyer
16,Grade 12,6.9,72,80,100,71,3,2,2,2,3,27,0,"writing, coding",technology,8,6,IT Specialist
17,Grade 12,9.1,81,74,74,81,4,4,1,2,2,10,1,"science, music",healthcare,14,6,Engineering
23,UG,5,74,94,74,84,3,2,3,3,4,25,1,coding,business,11,5,Data Scientist
19,UG,8.3,69,91,65,60,3,3,3,1,3,20,0,"sports, painting",healthcare,9,8,Data Scientist
19,UG,6,91,63,69,78,2,4,5,2,2,23,1,"writing, reading, research",technology,9,4,CA
18,UG,7.9,85,87,82,73,4,3,2,2,3,11,1,"debate, research",technology,14,3,MBA
14,Grade 10,9.2,82,52,71,80,3,3,4,5,1,28,1,"finance, music, research",arts,11,8,IT Specialist
25,UG,8.2,83,75,64,76,5,3,1,3,2,13,0,"painting, music, history",arts,8,10,Finance Manager
17,Grade 12,6.8,73,69,67,83,3,3,3,2,3,19,0,"research, reading",arts,5,5,CA
27,UG,7.9,78,78,71,62,3,3,3,2,4,9,0,debate,technology,3,5,Data Scientist
19,UG,7.5,98,76,83,50,2,2,2,1,3,20,1,"writing, painting, research",arts,11,10,Medicine
17,Grade 12,8.5,99,65,72,57,1,1,1,1,2,28,0,"finance, coding, painting",business,6,3,Software Engineer
20,UG,7.4,82,73,65,89,3,1,4,2,2,13,1,"writing, music, dance",business,14,5,Software Engineer
13,Grade 10,9.2,88,77,50,53,1,4,1,1,1,31,0,dance,healthcare,8,6,Defence Persenal
20,UG,6.8,87,70,53,78,3,3,5,3,2,9,1,finance,technology,5,6,Arts
14,Grade 10,6.2,78,84,63,71,1,2,3,1,1,35,0,"painting, music, coding",business,7,6,Lawyer
17,Grade 12,7.5,58,74,75,70,2,4,2,2,2,6,0,"writing, reading, history",arts,10,5,Software Engineer
21,UG,9.5,81,74,78,70,3,1,3,3,2,19,0,research,business,9,8,Software Engineer
23,PG,8.4,78,70,81,63,2,1,2,1,2,20,1,"research, sports, reading",arts,8,10,Defence Persenal
16,Grade 12,9.3,74,82,67,59,1,3,3,3,2,23,0,"science, research, finance",technology,7,6,IT Specialist
22,UG,7.8,71,71,58,74,2,3,2,3,4,13,1,"music, dance, research",healthcare,12,5,CA
20,UG,8.4,65,79,78,63,4,3,3,4,2,25,1,"history, coding, writing",business,10,7,Data Scientist
23,UG,8.5,58,90,60,72,3,1,3,2,3,25,1,"dance, research, finance",technology,9,9,Software Engineer
29,UG,6.7,94,86,72,57,3,3,5,3,2,26,1,"dance, travel, painting",healthcare,17,8,MBA
16,Grade 12,7.6,79,59,81,80,1,2,2,2,4,19,0,"travel, coding",business,11,6,IT Specialist
22,UG,8.1,68,79,69,71,2,3,2,2,3,15,0,"science, gaming",healthcare,10,8,Lawyer
19,UG,6.5,56,86,81,88,2,3,2,1,2,23,1,"debate, reading, writing",technology,8,3,Medicine
23,UG,7.1,80,82,78,69,2,2,3,4,4,21,1,reading,arts,10,4,Finance Manager
22,UG,6.2,85,80,65,71,3,3,2,2,3,22,0,sports,healthcare,8,8,MBA
18,UG,8.4,68,89,68,94,1,3,3,2,2,25,1,"music, reading, painting",healthcare,6,6,IT Specialist
17,Grade 12,6.9,72,79,67,88,3,4,2,1,2,9,0,"coding, music",business,10,8,Data Scientist
14,Grade 10,8.2,71,65,71,84,1,1,2,3,3,30,0,history,healthcare,4,6,Software Engineer
19,UG,9.3,63,76,67,50,2,3,4,1,1,14,1,history,technology,15,4,Historian
21,UG,7.6,87,66,50,61,2,1,1,3,4,25,1,"debate, sports",business,8,3,MBA
23,PG,6.1,68,83,62,79,2,3,3,3,2,9,0,"coding, research, gaming",business,7,10,Historian
17,Grade 12,5.7,77,85,66,89,3,2,4,2,5,17,1,music,technology,12,4,Engineering
16,Grade 12,5.3,85,78,61,72,3,4,2,3,2,9,0,"writing, research, science",technology,14,7,Historian
17,Grade 12,7.5,80,77,60,83,1,2,3,1,3,27,0,"dance, reading",business,11,7,Arts
18,UG,6.6,84,69,90,74,2,2,3,3,2,10,1,"dance, painting, writing",healthcare,9,5,Arts
19,UG,7.3,85,84,82,62,2,2,2,4,2,16,0,"debate, science",business,12,8,MBA
22,UG,7.4,85,77,60,67,4,4,3,2,4,17,0,"history, research, coding",arts,11,9,Finance Manager
22,UG,8.7,76,62,65,68,4,4,2,3,3,21,0,research,arts,13,8,Data Scientist
14,Grade 10,7.3,86,83,64,51,1,4,2,2,3,17,1,"sports, coding, writing",business,13,9,Software Engineer
18,UG,7.9,63,62,60,84,1,3,2,2,3,21,1,dance,technology,14,6,Software Engineer
13,Grade 10,8.7,79,79,50,64,4,3,2,3,2,24,0,"debate, music",business,11,7,MBA
26,PG,10,66,66,88,71,1,3,2,3,3,26,1,"gaming, painting",arts,12,6,MBA
22,UG,9,82,60,80,67,3,2,3,1,4,23,1,history,business,12,6,Lawyer
16,Grade 12,6.7,65,64,73,64,3,3,5,3,2,19,0,music,business,14,7,Historian
21,UG,9.7,57,79,72,61,2,2,1,1,2,21,0,debate,arts,14,10,Arts
17,Grade 12,8.5,67,77,63,64,4,3,3,3,2,7,1,"research, painting, music",business,9,7,Data Scientist
19,UG,7.3,69,72,67,75,3,3,3,2,2,26,1,dance,arts,12,9,Arts
21,UG,8.3,84,73,85,65,3,2,1,3,3,19,0,research,arts,12,8,IT Specialist
13,Grade 10,6.6,75,66,50,67,1,2,2,1,3,19,0,research,healthcare,16,6,Medicine
16,Grade 12,6.8,79,81,78,63,1,2,4,2,3,26,0,"finance, sports",arts,8,5,IT Specialist
20,UG,6.8,80,64,63,94,2,2,2,2,3,26,1,"writing, dance",arts,13,6,Arts
17,Grade 12,5,66,73,94,69,2,2,2,2,1,8,1,"research, sports, science",business,9,9,MBA
23,UG,6.2,68,88,66,62,4,2,4,2,3,20,1,travel,business,5,4,IT Specialist
